"","lane","tile","cycle","errorrate","nPerfect","n1Error","n2Error","n3Error","n4Error"
"5428",2,2204,85,0.25990903377533,10216,612,16,2,4
"5429",2,2205,85,0.230499729514122,10146,651,73,21,14
"5430",2,2206,85,0.204389944672585,10663,651,20,5,3
"5431",2,2207,85,0.145945459604263,10378,652,22,1,0
"5432",2,2208,85,0.221749156713486,10666,670,33,10,4
"5433",2,2209,85,0.179404377937317,10565,665,24,8,3
"5434",2,2210,85,0.244145035743713,10529,582,34,4,1
"5435",2,2211,85,0.245764940977097,10788,658,21,7,5
"5436",2,2212,85,0.266808956861496,10611,678,36,8,3
"5437",2,2213,85,0.197681725025177,10564,647,24,9,1
"5438",2,2214,85,0.278915703296661,10834,705,27,11,5
"5439",2,2215,85,0.264643609523773,10679,718,32,9,7
"5440",2,2216,85,0.256849318742752,11009,727,35,8,3
"5441",2,1101,86,0.207684323191643,10083,594,23,5,2
"5442",2,1102,86,0.233863428235054,10113,650,21,2,2
"5443",2,1103,86,0.236921906471252,9971,637,34,12,2
"5444",2,1104,86,0.216043591499329,10118,606,25,5,3
"5445",2,1105,86,0.260513573884964,10057,678,68,22,5
"5446",2,1106,86,0.252639174461365,10523,634,28,6,8
"5447",2,1107,86,0.236557185649872,10445,639,21,12,2
"5448",2,1108,86,0.296309590339661,10525,671,32,8,5
"5449",2,1109,86,0.155137792229652,10379,643,29,7,5
"5450",2,1110,86,0.241978853940964,10553,676,25,13,3
"5451",2,1111,86,0.167161956429482,10189,659,38,7,3
"5452",2,1112,86,0.283571153879166,10264,710,44,11,2
"5453",2,1113,86,0.185908168554306,10170,660,35,9,1
"5454",2,1114,86,0.288050562143326,10120,685,41,9,1
"5455",2,1115,86,0.165456384420395,10206,712,51,15,0
"5456",2,1116,86,0.276169270277023,10627,636,39,9,5
"5457",2,1201,86,0.24806509912014,9568,579,17,5,6
"5458",2,1202,86,0.204309061169624,10251,595,18,4,2
"5459",2,1203,86,0.159864589571953,10035,665,36,8,3
"5460",2,1204,86,0.215962439775467,10085,638,27,5,1
"5461",2,1205,86,0.219570398330688,9792,673,65,24,13
"5462",2,1206,86,0.279798537492752,10195,606,20,10,3
"5463",2,1207,86,0.21776607632637,10417,677,27,6,5
"5464",2,1208,86,0.228373065590858,10338,664,36,5,6
"5465",2,1209,86,0.232558146119118,10198,623,29,5,4
"5466",2,1210,86,0.185528755187988,10170,683,25,5,4
"5467",2,1211,86,0.238838881254196,10265,674,35,13,5
"5468",2,1212,86,0.345084875822067,10169,613,40,6,7
"5469",2,1213,86,0.298145920038223,10126,634,40,7,3
"5470",2,1214,86,0.291492074728012,10316,678,48,11,6
